Title,Classification
RT  Proof that thots are retarded. ,Bad
RT  Its because you cant bend me you cant buy me and you cant make me into your nigger Farrakhan TheTime,Bad
RT  A trashtalking athlete vs. a violent congressman Whos the real thug here  via ,Bad
RT  nice body parts on ugly bitches is the worst.,Bad
RT      I dont care tho cracker,Bad
RT   we find turtle we find the hoes,Bad
RT  Any girl that talk about sex on social media is a hoe,Bad
RT  Phil Simms is a pussy ,Bad
RT  Screw these hoes ,Bad
RT  Silencer up on that . that bitch dont make a sound,Bad
RT  RT  Lib Hypocrisy alert bans bossy but bitch is okay    tcot ,Bad
RT  Today  did my hair and makeup.. He always tries to make me look like a monkey. ,Good
RT  Freeze bitch im gonna steal your heart ,Bad
RT  A sideline bitch will tell you everything you need to hear if you just listen. She ultimately wants your man she dgaf a,Bad
RT  I had these cute little pet names for my ex like ass monkey douchetard amp butterball. I just dont know where that re ...,Bad
RT  Back in elementary school when you were line leader everybody else was your bitch.,Bad
RT  Somewhere in the world some bitch is ordering roses for herself so she doesnt look like the lonely bitch at the office,Bad
RT  Twitter has a bird as its logo thats why when you join youre an egg. And your home button is a birdhouse. Why am I jus,Good
RT   The nigga who got slept is a faggot if he sues just run one again and watch ya backLOL JUST LIKE THE PE,Bad
RT  I found a megacarrot at the store today  retweets and Ill shove it up my pussy  pics ,Bad
RT  This assholes mother should have shoved a coat hanger up her pussy amp gouged him to death when he was a harmless fetus ,Bad
RT    My sister shittin on you hos once again  wodeh bout dat action ,Bad
RT  shes a model on Instagram but shes just a hoe from my town.,Bad
"RT  Youre not right for this job. 

What why

Well your rsum is just dont be a bitch dude written on a napkin

Dont b",Bad
RT  Go dumb bitch do your dumb dance,Bad
RT  Bruh some of yall bitches lucky and do not realize it TISK TISK,Bad
RT  Idk if  is really a man but she surely is a trash rapper.,Good
RT  this nigga Kanye looking at his ice cream like hoe ass ice cream you aint as cold as Kanye ,Bad
RT  Get to bed bitches and only dream happy dreams.,Bad
RT  Dumb hoes out here moving at a snails pace in life...im coo,Bad
RT  I love my big booty bitches,Bad
RT  Why yalls aint do nun when the fat bitch jumped on me Yall a trip,Bad
RT  Pics or it didnt happen. Or youre the side bitch.,Bad
RT  Youd rather live with trash than make it work with a good woman DiaryOfAMadBlackWoman,Bad
RT  remember when you got your crushs aim screenname and you felt all fuzzy inside and stared at your screen and figured out what ,Good
RT  Saw a man in a yellow trench coat amp matching fedora with an iWatch. What a Dick.,Bad
RT  Yall bitches is fake as shit.,Bad
RT  My Wifi stronger then half yall hoes relationships lol,Bad
RT  Here she go being a hoe againdog ,Bad
RT    yeah hoe But the babies are innocent lol so Gabriella still got her sister a birthd,Good
RT  This nigger tattoo show is horrible,Bad
RT  Having one is stressful... RT  Having a lot of bitches seem stressful,Bad
RT  I dont care how pretty you are if your personality is trash men are going to treat you accordingly.. Thats not tru,Good
RT  hard  keep the hoes off me ,Bad
RT  Uncle leo find iWatch in trash can ,Good
RT  When a bitch says hi to bae ,Bad
RT   wya bitch,Bad
RT  This whole week was trash,Good
RT  Fuck wit us and then we tweakin hoe,Bad
RT  I cannot fuck with a broke bitch ,Bad
RT  If youre a bad bitch whyre you wearing sneakers,Bad
RT  Man now these hoes know  TheJigIsUp ,Bad
RT  These hoes aint loyal mane they rotate,Bad
RT  This whole week was trash,Good
RT  Hoes aint shit RT  How superficial bitches are ,Bad
RT  If a bitch tries to get crazy tomorrow ,Bad
RT  And thus endeth our warm fuzzy holiday lesson Never take those you love for granted for they can be gone in a flash.,Good
RT  When you have a good girl say no to hoes,Bad
RT  If your girlfriend doesnt like that bitch then dont talk to that bitch.,Bad
RT  when you see a hoe talking to bae but she not even on your level ,Bad
RT  Dont give a man the pussy until he gives you a relationship. Truth,Bad
RT  Eating your womans pussy is good for the soul.,Bad
RT  I want to lick one lucky HEALTHY amp CLEAN womans pussy tonight to totally change her life amp views about men forever,Bad
RT  Jesus turns water into wine Instagram turns busted bitches into dimes.,Bad
RT  SEX FACT A lot of women say getting their ass eaten feels better than getting their pussy eaten.,Bad
RT  bitches are so shady... oh my god  ,Bad
RT  if were dating dont be a sensitive bitch when i insult you.. i expect to be insulted back.,Bad
RT  if you pass up the chance with a hot faithful girl cause the single life with hoes is on your mind you are just plain dumb m,Bad
RT  this bitch was so ungrateful  ,Bad
RT  when u go through baes phone amp theres no hoes on there ,Bad
RT  Oh its Saturday funny time You better redneck necognize ,Good
RT  Man most of you coons couldnt jus up in quit yo job if you found out ya boss racist so shut tha fucc up. Niggas love ,Bad
RT  If I hit ya nigga  bitch Im sorry ,Bad
RT  Running a train is fucking a bitch you finish. Then somebody else come in and fuck the bitch. Thats a gangbang speak of,Bad
RT  Same hoes running back tellin you shit about me be the same hoes trynna fuck you same niggas tellin u shit be the mayne,Bad
RT  I know you have me blocked but next week bitch ,Bad
RT  When the rosecolored glasses come off and you still want to be there true love happens.,Good
RT  Some bitches only cute when they mouth closed that smile is what fuck yall up bye teeth ,Bad
RT  Friends of   has let me know that Phil is very ill. His infection has gone septic and he is fightin,Good
RT   LOOOOOOL nd best tweaking hoe vine ,Bad
RT  Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.,Good
RT  J Cole aint trash... Period.,Good
RT  These hoes... Smh ,Bad
RT  Never trust a bitch that try to be a side bitch,Bad
RT  They say crazy girls got the best pussy,Bad
RT  In the Nothing Lasts Forever category I can barely recognize any Yankees tonight.,Good
RT   I aint gettin my hands tatted dumb ass y yo bitch ass leave da bus stop last night the main was goin,Bad
"RT  Foxtrot
Uniform
Charlie
Kilo.",Bad
RT  I know I got good pussy ,Bad
RT  I dont want yo bitch she gotta be foreign. ,Bad
RT   money ova bitches Im yellin it ta da grave developed at ah young age go afta wat pays ,Bad
RT  Dont ever be ashamed of who you are unless you a hoe.,Bad
RT  You girls be  talking about I hate sleeping alone .. Well bitch you better buy a damn teddy bear.,Bad
RT  Cant even tell a bitch hey without thinking you tryna get at them. Lmao. Yall sumn else. Get real,Bad
RT  Stop complaining about being single hoe We have bigger problems here Rn Like McDonalds doesnt serve breakfast after ,Bad
RT  These hoes aint loyal,Bad
RT  Yall act like your pussy did something magical because a nigga suddenly didnt pull out. Naw he just didnt pull out,Bad
RT  You cant tell a bitch shit when they get a Job ,Bad
RT  When you go to a college party and you dont see any bitches ,Bad
RT  When you and your boys discover a hoe ,Bad
RT  Them hoes are temporary but a good woman will always be a good woman.,Bad
RT  Last retweet  you bitches be confused,Bad
RT  Ill purposely read your message just so you know I read it and didnt reply. I can be a bitch like that. SorryNotSorry,Bad
RT  Great start the morning My daughter danced herself into the coffee table and gave herself a nice shiner... Yea shes a wh,Good
RT  It aint nothing to cut that bitch off.,Bad
RT    I rather jack off then fuck hoes tbh  That shit boring give me a wife . Lmfao  Little Be Like ...,Bad
RT  If you take your girl back after she cheats on you youre a little bitch.,Bad
RT  Lmao how niggas be with the side hoe ,Bad
RT  these hoes aint loyal ,Bad
RT  trying so hard to resist the urge to smack a bitch ,Bad
RT  when u and ur boys discover a hoe ,Bad
RT  I just wanna ball my fist in your hair and shake the bitch right out of you.,Bad
RT   At this Hispanic church. Jesus please respond to her  you a hoe for this,Bad
RT  Dudes built like a crushed Twinkie ,Good
RT  Lets butt chug Mikes Hard Lemonade,Bad
RT  Whats with all these pussies turning themselves into YuGiOh cards lately ,Bad
RT  Free wop,Good
RT  I wish sombody get this hoe away from me,Bad
RT  He no doubt copied it from someone else. RT  Alert The mock turtleneck is back. ,Good
RT  LMAO bruh RT  Oooooo let me find a shooting star so I could wish a bitch would ,Bad
RT  Ps up hoes down if ya bitch cant swim then tha hoe gone drown,Bad
RT  This bitch on Maury a thug,Bad
RT  What it ih hoe wassuh ..can a nigga get in dem guts,Bad
RT  How close I am to slapping a bitch ,Bad
RT  Dr. Suess made his own words to rhyme off of. nigga was trash. i hated them books as a kid.,Bad
RT  Let me put my kids up in ya mouth bitch. Ima turn this shit into a foster home.,Bad
RT  your bf is broke bitch,Bad
RT   you got old bitches upgrade them,Bad
RT  I could literally be crying one minute get up wipe my face amp walk out the room like bitch turn uuuup  idk its weird.,Bad
RT  D bird amp feather drawing ,Good
RT   . of bitches are hoes except my mama,Bad
RT  using words such as dick and pussy in regular convo is just too vulgar for me.,Bad
RT  Welp RT  The girl of your dreams is a hoe and the guy of your dreams aint shit. Facts of life,Bad
RT  Girls dont let a guy treat you like a yellow starburst. You are a pink starburst.,Good
RT   If I dont text you no more thats Cuz you a boring bitch just so yall hoes know.,Bad
RT  Thats a very nice jig Kearney. Now isnt dancing much more fun than bullying ,Good
RT  Becoming a cold hearted bitch wasnt really what I planned to do with my life but here I am,Bad
RT  Bitches love Miley Cyrus and Rihanna cuz they speak to every girls inner hoe,Bad
RT  The awkward moment when youre changing in the gym and your penis head slips through the slit of your boxers.,Bad
RT  Claim whatever part of her u please fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy ,Bad
RT  Duncanville girls cold den a hoe,Bad
"RT  Dont be a stupid fucking bitch.

 me to stupid fucking bitches",Bad
RT  Her pussy loves it when I speak in tongues.,Bad
RT  Sorry that I came into your pussy like a wrecking ball.,Bad
RT  God all a nigga trust I cant trust that gun cuz if that bitch jam Im fucked cant trust niggas they bitches got they dicks,Bad
RT  Its not as easy as youd think to find an astronaut monkey outfit at the last minute.,Good
RT   When a fat bitch want you and a skinny bitch cant cook nothin for you  these hoes aint hungry  do,Bad
RT  Oh I wouldve stood up Fall back hoe,Bad
RT   bruh you fucked the shit out of my taste buds with that bitch.,Bad
RT  Stop flattering yourself bitch. The only fan you have is on your ceiling.,Bad
RT  Yall still getting yall face beat igggggy  you still taking pics with a face full of pussy nutDawg yoi a slut,Bad
RT  Thats who dumb bitch GoHawks ,Bad
RT   bitches is so corny SOOOOOOO corny ,Bad
RT   Oomf pregnant from dat dog in the hood dat chase erbody REAL funny bitch,Bad
RT  Twerking in the chamber of secrets with all my bad bitches twerkteam,Bad
RT  You say potato your pimp says put out ho.,Bad
RT  If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,Good
RT  These hoes aint loyal ,Bad
RT  Im finally finished work. Im going to have to chug this bottle of wine to catch up to you guys. Challenge accepted.,Good
RT  Some hoes live jus to hit the clubs every weekend .. ,Bad
RT  bitches say or nah with everything Im cute  or nah chillin wit my bro  suck his dick or nah  tracks showin o,Bad
RT  She said I hurt her feelings now she dating dykes..,Bad
RT  For niggas who claim to love pussy as much as yall do yall should be champions for sexual liberation and stigma remov,Bad
RT  Slander dont exist when you make her cum. Every bad thing she says doesnt register cuz you got the pussy.,Bad
"RT  He loves me eats a brownie 
He loves me not eats a brownie",Good
RT  wake me up when da bitches get here,Bad
RT  Man like  doing Hella things  I gotta take my hat off to that nig,Bad
RT  So yall niggas really love these hoes with nigga qualities huh...she roll the blunt better than you and she wifey now,Bad
RT  Oreo s ,Good
RT   happy birthday my little cotton picker,Bad
RT  Dont fall out wit yo niggas over hoes..,Bad
RT  FrasesDeUnaMadreMexicana these bitches is my sons lol,Bad
RT  i can do somethin good but im always gon be a wetback coo.. ,Bad
RT  And niggas dont be knowing the difference or want to believe that the bitch actually ugly,Bad
RT   I swear to god Whitney is a Regina George.   wow im a bitch ,Bad
RT  Germanys like....Next goal has to be a header. Then next goal after that has to be a diving header. Lets play monkey ,Good
RT  I got drugs and hugs for you bitch.,Bad
RT  Short bitches run sht.,Bad
RT  Lowkey Apple made iOS  like this so niggas get caught and have to buy their bitches iphone s to make up,Bad
RT  As in rubbing her booty on another mans penis. Sure RT  Fellas you cool with your girl dancing with other nig,Bad
RT  Lmfao RT Alcohol,Good
RT  I am nice I am humble but I will still let a bitch know whats up HUNNNNEY,Bad
RT  The person below didnt get a big booty hoe.,Bad
RT  The person below is a cunt.,Bad
RT  When I hear a baby cry at a restaurant I can literally feel my pussy slam a door closed and throw out the gone fishing,Bad
RT  And she gave this nigga head while I was laying next to her while she had a bf  shes a hoe on the low,Bad
RT  Trust no man fear no bitch. wisewords,Bad
RT  A boy won the Scripps Spelling Bee by spelling knaidel. Used in a sentence Ill never get any pussy because I know how to ,Bad
RT  Ian worried bout a bitch who aint worried bout me ,Bad
RT  Go ahead and mock me one day Ill sell enough of this makeup to drive the pink Mary Kay Cadillac and well see whos gay,Bad
RT  If having hoes still excites you  you still have some growing to do lil mf ,Bad
RT  If you want to buy anything you just talk to the bottom bitch and then the bottom bitch talks to me Do you know what I am,Bad
RT  Keebler elves gone have to make weed brownies when its legalized. In da tree trunk but da trap going crazy. Bro that shi,Bad
RT  This tweet was a booby trap and I caught  hoes. ,Bad
RT  Why girls be so embrrased when they pussy fart Embrace that shit. Make the cheeks clap with it. We finna beatbox.,Bad
RT  steal a niggas bitch dont steal a niggas tweets.,Bad
RT  Meow bitches,Bad
RT  If one more FB idiot bitches about the weather I will hunt them down amp kill them with kindness because everyone is enti,Bad
RT  Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.,Good
RT  This monkey on my back keeps smearing poop in my hair.,Good
RT  Ultimate bitch ,Bad
RT  I should get a job at the USPS customer service number since the only requirement is being a total cunt.,Bad
RT  Idk how people can just not have a job and stay at home all day watching tv it was so boring for me to do it  days idk ho,Good
RT  rt if you are nerd trash who likes to set things on fire sometimes,Bad
RT  The sash ringing..the trash singing..mash flinging....the flash stringing...ringing....THE HASH SLINGING SLASHER ,Good
RT  Ive had the greatest job in the world. I got a chance to be the shortstop of the New York Yankees.  Derek Jeter ,Good
"RT  A WILD one in the Bronx.
Yankees score  runs in bottom of th to take  lead over Red Sox.
The halfinning took THIRTY",Good
RT  BREAKING Japanese ace Masahiro Tanaka will sign with the Yankees for seven years  million. via Fox Sports,Good
RT  BREAKING Louisville coach Charlie Strong is expected to accept Texas job according to ESPN amp media reports  ,Good
RT  Derek Jeter gets it done J.J. Hardy commits error on slow grounder and  runs score. Yankees take  lead in th innin,Good
RT  Derek Jeter leaves baseball as one of the greatest Yankees ever. via  ,Good
RT  Derek Jeters final game at Yankee Stadium will be st hes ever played there with Yankees eliminated from playoffs. ,Good
RT  Dont look now but the Browns are in sole possession of st place in the AFC North. The Cleveland Browns. ,Good
RT  For the last time The Captain takes the field at Yankee Stadium. ,Good
RT  Jadeveon Clowney tops  latest mock Draft. Hes a once every  to  year guy.  ,Good
"RT  Peyton Mannings remarkable season
  Pass yds NFL record
  Pass TD NFL record
  completions
 likely ho",Good
RT  Storybook ending in New York. Derek Jeter walks off a winner at Yankee Stadium ,Good
"RT  Yankees survive thinning scare to beat Rangers .
 Gardner  HR RBI  R
 Teixeira  HR  RBI  R htt",Good
RT  So Yanks have signed Brian McCann amp Jacoby Ellsbury. Rumor has it they still want Robinson Cano Babe Ruth Miguel Cabr,Good
RT  shes a hoe shes ugly shes a bitch shes this shes that .. but you dated her please take a seat.,Bad
"RT  Write in Christine LaPorta for MOSen Ferguson She represents all

ChappelleNadal refer to whites as crackers amp KKK ht",Bad
RT  Im just looking for a bitch that can hold me down,Bad
RT  Anxiety is a bitch,Bad
RT  I love bad bitches thats my fucking problem,Bad
RT   Everybody thats still on Facebook ghetto or pregnant idc.accurate,Good
RT   Mann fuckk dat shit..fuckk dat bitch ,Bad
RT   bitch waaaaaa,Bad
RT   tf bitch Lol,Bad
RT  Like honestly if you are embarrassed to be around someone because of how they look youre trash,Bad
RT   This bitch wanna be Roger from American Dad so bad ,Bad
RT  Captain Kirk hoe,Bad
RT  Watch social media with all that hate in their blood try and wish bad on Derrick He back bitch Stop hating Stronger Qui,Bad
RT  i hate when people ask who you tryna look good for bitch myself bye,Bad
RT  Peace bitch. ,Bad
RT  You dont get bitches RT  Take Care the mos overrated album that has been released in the last  years,Bad
RT  RT  Come somebody please get me a PS Willing to eat pussy for it if need be.,Bad
RT  A sign at Checkpoint Charlie a well known crossing point between East and West Berlin when Germany ,Good
RT  These hoes aint loyal,Bad
RT  pussies wanna use royal icing for their gingerbread houses...fuck that...ima use my homemade cream cheese frosting.,Bad
RT  Cant trust a bitch who lets the microwave hit  she doesnt care about her life...she probably jumps on the lava part o,Bad
RT  Element number  is Bromine and it comes before number  Ho Holmium. Therefore its Bros before hoes.,Bad
RT  If her bio says Only God can judge me shes a hoe.,Bad
RT  The nicer you are the easier youre hurt. So just be a bitch,Bad
RT  What doesnt kill you makes you a bitch.,Bad
RT  Wtf is Lolzzz  Did you laugh yourself to sleep bitch,Bad
RT  choke on a cactus bitch.,Bad
RT  what does forever mean to some of you bitches lol  months,Bad
"RT  Smoking weed is so unattractive 

Haha I was trying to get high bitch Im not trying to turn you on.",Bad
RT  Stop talking ghetto youre white ,Bad
"RT  A hoes favorite line is Dont judge me you dont know what I been through

Yeah I do... a lot of dick.",Bad
RT  After I fuck your bitch ,Bad
RT  Anytime a girl asks you for help tell that bitch to ask Channing Tatum since thats her MCM.,Bad
RT  Cant trust a bitch who lets the microwave hit  she doesnt care about her life...she probably jumps on the lava part of,Bad
RT  If I stop my car so that you can walk across the street I better see some hustle out of you Knees to chest bitch KNEES ,Bad
RT  No bitch ass chick flick will ever be as sad as this movie ,Bad
RT  Rise of the planet of the apes ,Good
RT  This bitch doesnt know what she wants.. ,Bad
RT  White girls if your black boyfriend doesnt call you shawty then bitch you aint that special.,Bad
RT  future bae best drink fiji water so her pussy taste like retweets amp cinammon apples,Bad
RT  ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga fuck yo birthday,Bad
RT  when youre in public with your side hoe ,Bad
RT    sav you are so nicee love you too twat ,Good
RT   warning shots are for pussies Im just gonna gun you down And steal your pink boots,Bad
RT   bird fucking,Bad
RT  KNOCK KNOCK. Whos there GEORGE. George who GEORGE ZIMMERMAN. Oh George Zimmerman. Welcome to cell block C bitch,Bad
RT  Im so popular All yo bitches know me. Most these niggas hatin well at least they know me,Bad
RT   Moma said no pussy cats inside my dog house thats what got bro nem locked inside the dog pound ,Good
RT  I just wanna be drunk on stage going ham in that bitch ,Bad
RT  If she doesnt know what dab means...Fuck that bitch ,Bad
RT  For example. I cant even say whats cooler than bein cool ICE COLD Without somebody relating it to A Phi A. No bitch t,Bad
RT  Give me conversation..they think u giving em pussy  ahhhhh YOU TRIED IT. ,Bad
RT  Yall say Why you dating lil girls like mature hoes just on a rampage outside.,Bad
RT  so many groupie hoes in the condo its a group home  ,Bad
RT  I know another chick I will NEVER shoot again. Filing this one under heartless cunt,Bad
RT  Why is there a pussy screaming on my TL ,Bad
"RT  Bitches eyebrows be on FlEEK  
Loyalty on Weak  edges incomplete 
and pussy on REEK  ",Bad
RT  I see the crazy teabaggers have given up on defunding Obamacare and have moved on to using veterans MVetMarch,Good
RT  Not basic bitches,Bad
RT  I come off like a total bitch but if I like you I will literally do anything for you.,Bad
RT  Come  Henderson kilgore Longview IT DONT EVEN MATTER. But you dumb ass hoes gone fuck around ampget your soul taken fro,Bad
RT  We all know youre fucking a bitch right now LOL,Bad
RT  Stole your grandpas wardrobe bitch ,Bad
RT  VolNation bitch,Bad
RT  I remember I tried to fake rape a bitch before and she was way too strong Smfh .. I felt like a bitch,Bad
RT   You a sucka hoe...sucka hoe im succsess,Bad
"RT  Nigga when from  Can I get a hug to
I got hoes b  ",Bad
"RT  No respect for a bitch 
She gonna top me regardless ",Bad
RT  He rip that bitch ,Bad
RT  BREAKING Yankees acquire Lebron James in a  team deal per sources ,Good
RT  If those Captcha pictures get any more fuzzy Im going to need a bot to decipher them,Good
RT  So cute  RT  Shy bunny... ,Good
RT  Did  seriously steal my Halloween Oreos  ,Good
RT   Im speaking on Ho niggas  hoe niggaz probably dont dig natural styled hair period...,Bad
RT  The  Editorial Board endorses Charlie Crist for governor  Better for Floridians  ,Good
RT  Cant wait for the  to sweep the Cardinals tonight on   No matter how bad the cubs are were gonna beat the bird,Good
RT  Just a week ago yall hoes wasnt sucking dick now yall all pros at it huj,Bad
RT  Seeeeee man. Niggas a lose they bitch over a bitch thats not even worth it,Bad
RT  Lmfao  this bitch was giving head in the back of a classroom she better go tf ahead ,Bad
RT  You thought you had enough hair for a ponytail bitch  ,Bad
RT  The Shocking True Stories Behind Your Favorite Classic Fairy Tales  via ,Good
RT  Science bitch TheWalkingDead,Bad
RT   Isnt Ebola a type of soup Naw nigga its a country. My bitch is from there. She ebolian.,Bad
RT  Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.,Bad
RT  Back in the day when Drake was AubreyJimmy and he made that song with his bitch girlfriend I said he was gonna be a rappe,Bad
RT      but cant nobody at yall pep rally out jigg me,Good
RT  Crying RT  How you gone wife a bitch that let niggas lick on her head in public,Bad
RT  Twerking is ghetto until White people do it. Hip Hop culture is violent amp dangerous until they want to profit of it. ht,Bad
RT  Pirlos one of them cunts whod just be better at everything. Hed beat u at table tennis shag your wife better amp win a,Bad
"RT  Lookie here folks

Im not a chocolate thick natural haired female

Nudestrash",Bad
"RT  RT if you listen to these bands 

AX
PTV
SWS
ATL
BVB
ADTR
BMTH
YMAS
FOB
AA
Blink 
TDG
SS
FIR
MCR

Follow me amp everyon",Good
RT  Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridgets class ,Bad
"RT  Ayo take this pic for me fam

Hell yea....the hoes gone like that one ",Bad
RT    of the black girls at my school are ghetto AF .,Bad
RT  How do bitches Peep everything but still getting cheated on something not adding up,Bad
RT  I know she a hoe if she believe in astrology.. Ima make a sign for that.,Bad
RT  Peeps are trash.. Marsh mellows in general are trash,Good
RT  Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere,Bad
RT  If your boy breaks up with you and has a new girlfriend a couple days later then there was something you didnt know abo,Good
RT  A womans revenge To a man is being a hoe,Bad
RT  I spray Clorox on the seat after bitches use it I aint had that much trust in females since Sam Rothstein met Ginger,Bad
RT  If I look at my bitch she better shut up aint no arguing with niggaz in the street or social networks,Bad
RT  If YA bitch ex is a nigga u think is lame u might be lame for having a lame nigga old bitch,Bad
RT  If certain niggaz can even get my bitch attention hey can have it,Bad
RT  Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM,Bad
RT  Shout out to all them bitches who dont own no designer shit and still look better than all YALL bitches with everything desi,Bad
RT  These bitches self esteem built off likes and their principles built off Instagram memes,Bad
RT  These bitches will set you up the moment you stop fucking with them and they mad,Bad
RT  Yall bitches got to learn the difference between like and love,Bad
RT  Yall bitches sending inviatations to the wolves than get mad when they at ya door,Bad
RT  You dumb bitches still think pretty is everything KERI LOOKS BETTER THAN BEYONC  Keri probably know she do too but guess ,Bad
RT  Sharing food with your mangia cake friends because they love your food ItalianProblems,Good
RT  These hoes aint got nothin on ya ,Bad
RT  Darn trash man he beat me to the good stuff again. ,Good
RT  Im happy for the bung holes and negativity desperate guys spew on here a GOOD example of WHAT not to be and what I don,Bad
RT  Me and this bitch may not be the best of friends but this cover STUNNING LoveIt She ate that  ,Bad
RT  Friday pm  Vivek Balk Bengali Harlem amp the Lost Histories of South Asian America   ,Good
RT   Im going to the movies this weekend by myself. No BFFL no bitch no nigga just me... Solo ,Bad
RT  Some bitches forget you have to be a friend to keep a friend getlostfakebitch,Bad
RT  I just wanna spread your legs amp kiss amp lick my way down to your pussy just so I can feel every bit of wetness on my tong,Bad
RT  Social network got bitches heads like  ,Bad
RT  On the NorthSide  WildBills With  Come up on a check  Left that hoe alone  ,Bad
RT  Im all cock and pussy like in my tweets and all penis and vagina like in DMs ,Bad
RT     how the bitch ear get burnt,Bad
RT   RT  Watching a bird poop on your car after you just got it washed ,Good
"RT  y does every female think every nigga they come across is in love w them
bitch I could leave u  smoke a blunt amp forget ",Bad
RT  Ctfu    bitch get out dem feelings and get some new dick ,Bad
RT  This nigga said bitch told me she sent a nigga ta jail.... man I thought it was legal ta beat yo hoe...thats yo hoe Lmao,Bad
RT  I be in yo bitch pussy like ,Bad
RT     bitch stop lien,Bad
RT  When your main bitch friends see you at a party ... ,Bad
RT   so i could catch a round with half these pussies out here,Bad
RT  Let a bitch try me try me Ima swing her to the whole mf family ,Bad
RT  Basically Im the shit bitch,Bad
RT  So when the clock hits  oclock imma need the baddest lightest amp brightest hoes to be at  door. Give my b,Bad
RT  A hoe ass nigga will never change,Bad
RT  Jaheim Donell Jones Lyfe Jennings Ginuwine Charlie Wilson Dru Hill NEXT Jodeci Tyrese and etc ...... bring THAT type ,Good
RT  Rich dollaz always trynna snatch a bitch. Like he a bitch ,Bad
RT  Stressed backwards is Desserts thats why bitches eat junk food when depressed,Bad
RT  This show should be called side bitches I aint seen love YET,Bad
RT  I was in her while her nigger was in there makin dinner,Bad
RT  I Hate when bitches get a man and start tweeting shit like LOL let me stop tweeting like this before he kills me ,Bad
RT  I have  hoes,Bad
RT  I heard you wit that bitch that everybodyyyyy fuckingggggg,Bad
RT  Look at that bitch way over there stalking my twitter,Bad
RT  She a hoe if her bday in september,Bad
RT  Its UTW over here bitch but a lot of shit be going Down ,Bad
RT      uhhh youve been judged it happens. whitepower...Ill hang you nigger wo,Bad
RT  Now bitches gonna think just because theyre married theyre better than every female thats not. Smh,Bad
RT  If you gonna fuck my girl then dont pull her hair nigga i paid  for that bitch weave,Bad
RT  Do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside I choose truth,Good
RT  KMM get a fucking trash can on your head.,Bad
RT  People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut,Good
RT  A real nigga gone teach his bitch the game not run it on her ,Bad
RT  Tuh RT  When u plan on going to a party and u dont and u gone on Twitter da next day amp see dat that hoe did ,Bad
RT  Id get a girlfriend if I had hoes tho. Lmaoo.,Bad
RT  Sharing is not caring .... Back tf up bitch,Bad
RT  That moment the pussy too good amp u gotta slow that stroke down ,Bad
RT  Say dat shit again RT  Bad bitches hate broke niggaz.  but you knew that already..,Bad
RT  This bitch just blew my high ,Bad
RT  Can I get a fuck you to these bitches from all of my niggas who dont love hoes they get no dough.,Bad
RT  Females nowadays dont like to do anything freaky because you niggas gossip about it like bitches,Bad
RT  Having a real bitch by your side and holding it down for you is a blessing  For Real.,Bad
RT   Early bird gets the dick ,Bad
"RT  Boobs boobs boobs boobs lotta boobs
Man I make the baddest bitches send me nudes  ",Bad
RT  Tauruss are the first to congratulate this years hoes for being smarter than last years hoes. You know who you are.,Bad
RT  Never discuss cheese with a rat  talk bread with a bird  or make moves with a snake ,Good
RT  When hoes call other hoes hoes ,Bad
RT  Nothing is wrong wit staying down here to work at the plant.These little minded bitches need  fuckin stop being judgmen,Bad
RT  Get this bitch out of my house,Bad
RT  Thanks for ignoring me faggots. Im locked outside  ,Bad
RT  Yall ladies ever have on a tank top or something . . amp like one of your nips was just chilling outside the shirt and you d,Bad
"RT  a girl tweeted you might be ghetto if u bring food from outside into the movies

no u might be stupid if u pay . for a b",Bad
RT  If you suppose to be a man dont be a bitch.,Bad
RT  No officer I wasnt drunk driving I was swerving on them hoes.,Bad
RT  Did the Yankees make the playoffs and properly honor Jeter RT  Orioles win,Good
RT  Niggas is hoes ,Bad
RT  RT or youre a fag. ,Bad
RT  Gun control talks with gunrunning Eric Holder on board. We r the planet of the apes,Good
RT  Your opinion is irrelevant because you are a cunt,Bad
RT  guy send me a pic of your pussy Girl ok sends pic of pussyguy HOLY SHIT WHAT DAFUQ I WANTED TO SEE THE CAT,Bad
RT  Side hoes always winning,Bad
RT  Im that type of bitch to tell you Im on my way knowing I just got in the shower,Bad
RT  bitches b tweeting everything they see to b Relavent  its really sad ,Bad
"RT  if my tweets ever offended you
. im sorry
. it wont happen again
.  amp  are lies
. youre a fucking pussy",Bad
"RT  Im turning over a new leaf No more drama and CoD for me
Is still a faggot.
JustBigEThings",Bad
RT   iPhone  bitch,Bad
RT  Go fish bitch ,Bad
RT  What faggot complained about stretch marks My nigga them shits taste like the swirls on cinnamon toast crunch ,Bad
RT  if I fav your pic that means Dm me hoe,Bad
